48.015625	19.408203125
48.046875	19.5257473583
48.078125	21.0500038782
48.109375	22.6139202212
48.140625	23.8992440175
48.171875	26.9693256903
48.203125	27.7386091515
48.234375	31.8821964521
48.265625	32.4030706049
48.296875	35.0578824954
48.328125	34.6639360144
48.359375	34.5353884214
48.390625	36.3977512896
48.421875	36.299575311
48.453125	36.0290498368
48.484375	35.7453893869
48.515625	34.392578125
48.546875	32.8284834767
48.578125	32.7521850876
48.609375	32.8659388924
48.640625	32.2858284662
48.671875	31.4390940881
48.703125	32.6712081108
48.734375	32.4141825718
48.765625	32.2460563349
48.796875	33.0686658959
48.828125	32.8920716969
48.859375	33.6032738039
48.890625	35.1695139379
48.921875	35.2800262835
48.953125	35.0628245581
48.984375	34.6572541124
49.015625	34.5848467264
49.046875	34.5124393404
49.078125	34.1042811208
49.109375	33.8930080699
49.140625	34.0367382985
49.171875	32.8665106932
49.203125	33.0352474336
49.234375	31.2738900778
49.265625	31.3645075201
49.296875	30.8432326562
49.328125	32.3658354326
49.359375	29.7782260265
49.390625	31.4138795209
49.421875	31.3229311406
49.453125	31.3445066452
49.484375	32.8862220392
49.515625	31.5703125
49.546875	31.5909284592
49.578125	32.6417881695
49.609375	33.8791981601
49.640625	31.7820954678
49.671875	33.0942892404
49.703125	33.4922019406
49.734375	31.3038451566
49.765625	30.2324592901
49.796875	29.1067253205
49.828125	26.7252110999
49.859375	24.8962108867
49.890625	22.6321365015
49.921875	21.8035175505
49.953125	19.7279148233
49.984375	19.7249807211
50.015625	19.4829101562
50.046875	18.8044574061
50.078125	20.6008061804
50.109375	21.7316354537
50.140625	23.5606555056
50.171875	26.8050469882
50.203125	29.4788625657
50.234375	30.9993336396
50.265625	34.0547632064
50.296875	34.346667187
50.328125	35.8850667426
50.359375	36.6877947412
50.390625	36.1866516471
50.421875	33.7315598523
50.453125	35.9390846082
50.484375	34.8991772752
50.515625	35.1342773438
50.546875	33.3374988692
50.578125	33.3463264525
50.609375	32.8925247815
50.640625	32.4075643093
50.671875	31.8602653848
50.703125	33.1982454227
50.734375	32.028361668
50.765625	33.02646058
50.796875	31.7238371614
50.828125	32.4291348563
50.859375	34.1369366162
50.890625	34.9710393476
50.921875	34.6798399923
50.953125	34.5255481499
50.984375	35.2149028103
51.015625	34.8776089598
51.046875	34.5403151093
51.078125	34.9917473598
51.109375	35.1034674634
51.140625	32.5787557728
51.171875	33.6123403223
51.203125	36.2121728823
51.234375	33.1251548192
51.265625	31.2801977311
51.296875	31.3903621023
51.328125	30.5100792544
51.359375	30.1852146899
51.390625	30.8670804216
51.421875	31.873253079
51.453125	31.1019108443
51.484375	31.6593283131
51.515625	31.0756835938
51.546875	32.2499706577
51.578125	33.6484332925
51.609375	32.9744804299
51.640625	33.0291962874
51.671875	33.8292489454
51.703125	31.0413435885
51.734375	31.362631274
51.765625	31.4920941075
51.796875	28.0572043475
51.828125	26.2876246116
51.859375	25.1614904218
51.890625	21.9732754588
51.921875	21.5721950952
51.953125	20.2489256884
51.984375	19.4078781028
52.015625	19.9624023438
52.046875	20.0835086237
52.078125	22.0976145537
52.109375	22.1912337546
52.140625	23.4644142108
52.171875	25.9672129077
52.203125	28.6034055457
52.234375	31.638465018
52.265625	31.9193510873
52.296875	34.974076634
52.328125	35.5878771402
52.359375	35.705303809
52.390625	35.5329434944
52.421875	35.7764135009
52.453125	36.4784814682
52.484375	34.9635816505
52.515625	33.5405273438
52.546875	33.5970341
52.578125	32.6582943713
52.609375	32.4287971025
52.640625	31.705231334
52.671875	32.6868311381
52.703125	31.6844354118
52.734375	32.6233251771
52.765625	33.2551603485
52.796875	32.3747427784
52.828125	34.3195022133
52.859375	33.487068638
52.890625	33.1348494835
52.921875	33.60695195
52.953125	33.6802592353
52.984375	34.8936927562
53.015625	33.9598694987
53.046875	33.0260462411
53.078125	38.7584412811
53.109375	33.511533634
53.140625	34.4979213421
53.171875	34.0994638762
53.203125	32.773455302
53.234375	31.5737961472
53.265625	33.6070161002
53.296875	31.9667151453
53.328125	30.6990150178
53.359375	30.9126221538
53.390625	31.0032580793
53.421875	31.8276002448
53.453125	31.5839864792
53.484375	32.9007671201
53.515625	32.3295898438
53.546875	32.3376930784
53.578125	33.278053462
53.609375	32.6631293229
53.640625	32.9359487381
53.671875	33.2703741458
53.703125	33.8953094141
53.734375	31.9655094243
53.765625	29.915738089
53.796875	28.1613244988
53.828125	25.9097957104
53.859375	24.8542014912
53.890625	22.9715270678
53.921875	21.1424486369
53.953125	19.4686358938
53.984375	18.9291603007
54.015625	19.7734375
54.046875	20.1317318706
54.078125	21.9799231723
54.109375	22.6476861397
54.140625	23.4222240982
54.171875	26.1188223534
54.203125	28.4067269995
54.234375	31.2228218596
54.265625	31.7750795846
54.296875	34.2208282467
54.328125	34.142193073
54.359375	35.0550862229
54.390625	34.2041815514
54.421875	35.598000306
54.453125	34.3629381236
